id,txt_RoleName,txt_Des,star,starLimit,isInherit,fragment,distance,elem,jobId,role,fightScale,ishide,book,bloodType,bloodCount,skillNormal,skills,modifyPower,heroBaseProps,heroPropGrowth,monsterPropsRatio,actSummonCnt
32171,老祭司,眩晕,4,5,,,2,5,3,301710,1,1,,,,317101,317111|317121|317131,,,,1.58|1.03|1.09|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32175,明啸,治疗、减伤、反伤、护盾,5,14,,,2,5,1,301750,1,1,,,,317501,317511|317521|317531|317541|317551,,,,1.01|1.33|1.39|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32176,阿泰尔,0,5,14,,,1,5,2,301760,1,1,,,,317601,,,,,1.45|1.09|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32177,光明使者,降低攻击,5,10,,,1,5,3,301770,1,1,,,,317701,317711|317721|317731|317741,,,,1.58|1.03|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32178,奥法精英,眩晕、技能增伤、针对后排,5,14,,,2,5,3,301780,1,1,,,,317801,317811|317821|317831|317841|317851,,,,1.58|1.03|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32179,蕾娜,0,5,14,,,2,5,4,301790,1,1,,,,317901,,,,,1.52|1.09|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32180,圣职者,治疗、攻击回复、受击回复,5,10,,,1,5,5,301800,1,1,,,,318001,318011|318021|318031|318041,,,,1.33|1.15|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32181,朱丽叶,0,5,14,,,2,5,5,301810,1,1,,,,318101,,,,,1.33|1.15|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32319,赵云,爆发、吸血、队友复活、斩杀,5,14,,,1,5,2,303190,1,1,,,,331901,331911|331921|331931|331941|331951,,,,1.45|1.09|1.15|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32320,马瑟拉,0,5,14,,,1,5,2,303200,1,1,,,,332001,,,,,1.45|1.09|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32321,灰袍巫师,护盾、受击回怒、混乱,5,14,,,2,5,3,303210,1,1,,,,332101,332111|332121|332131|332141|332151,,,,1.58|1.03|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32322,银闪,0,5,14,,,2,5,4,303220,1,1,,,,332201,,,,,1.52|1.09|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32323,索菲亚,驱散、无敌、复活、治疗、换血,5,14,,,2,5,5,303230,1,1,,,,332301,332311|332321|332331|332341|332351,,,,1.33|1.15|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32324,索纳塔,增伤、针对低防,5,14,,,1,5,2,303240,1,1,,,,332401,332411|332421|332431|332441|332451,,,,1.45|1.09|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32325,光暴,0,5,14,,,1,5,3,303250,1,1,,,,332501,,,,,1.58|1.03|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32445,雷特,针对残血、回怒、治疗、眩晕、增伤,5,14,,,1,5,2,304450,1,1,,,,344501,344511|344521|344531|344541|344551,,,,1.45|1.09|1.15|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32448,文森,混乱、斩杀、回合技、攻击降怒,5,14,,,2,5,4,304480,1,1,,,,344801,344811|344821|344831|344841|344851,,,,1.52|1.09|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32206,冥界法师,针对后排,3,3,,,2,6,3,302060,1,1,,,,320601,320611|320621,,,,1.58|1.03|1.09|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32207,黑雾,治疗,3,3,,,1,6,5,302070,1,1,,,,320701,320711|320721,,,,1.33|1.15|1.21|102|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32208,见习死神,针对后排,4,5,,,1,6,1,302080,1,1,,,,320801,320811|320821|320831,,,,1.01|1.33|1.39|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32209,黑暗侍从,针对后排、燃烧,4,5,,,1,6,2,302090,1,1,,,,320901,320911|320921|320931,,,,1.45|1.09|1.15|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32213,小女巫,针对后排,4,5,,,2,6,5,302130,1,1,,,,321301,321311|321321|321331,,,,1.33|1.15|1.21|103|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32214,幽冥勇者,防御增强、护盾、行动技、回合技,5,14,,,1,6,1,302140,1,1,,,,321401,321411|321421|321431|321441|321451,,,,1.01|1.33|1.39|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32215,尼雅,0,5,14,,,2,6,2,302150,1,1,,,,321501,,,,,1.45|1.09|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32216,暗刃达斯,0,5,14,,,1,6,2,302160,1,1,,,,321601,,,,,1.45|1.09|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32217,邪恶法师,偷取、暴击,5,10,,,2,6,3,302170,1,1,,,,321701,321711|321721|321731|321741,,,,1.58|1.03|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32218,摄魂女士,0,5,14,,,2,6,3,302180,1,1,,,,321801,,,,,1.58|1.03|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32219,猎杀者,针对后排、增伤,5,10,,,1,6,4,302190,1,1,,,,321901,321911|321921|321931|321941,,,,1.52|1.09|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32220,索姆拉,后排吸血、免疫死亡,5,10,,,1,6,5,302200,1,1,,,,322001,322011|322021|322031|322041,,,,1.33|1.15|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32340,罗密欧,0,5,14,,,1,6,1,303400,1,1,,,,334001,,,,,1.01|1.33|1.39|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32341,林小娟,驱散、回怒、针对残血、减伤、免疫死亡,5,14,,,2,6,2,303410,1,1,,,,334101,334111|334121|334131|334141|334151,,,,1.45|1.09|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32342,死神卡戎,降怒、回怒、免疫死亡,5,10,,,1,6,3,303420,1,1,,,,334201,334211|334221|334231|334241,,,,1.58|1.03|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32343,塞壬妮,0,5,14,,,2,6,4,303430,1,1,,,,334301,,,,,1.52|1.09|1.09|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32344,塔里扎,治疗、控制抗性、中毒、沉默、暗系增伤,5,14,,,2,6,5,303440,1,1,,,,334401,334411|334421|334431|334441|334451,,,,1.33|1.15|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32345,泰迪加,燃烧、额外行动、吸取怒气,5,14,,,2,6,2,303450,1,1,,,,334501,334511|334521|334531|334541|334551,,,,1.45|1.09|1.15|105|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32346,无妄,0,5,14,,,2,6,3,303460,1,1,,,,334601,,,,,1.58|1.03|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32468,利维亚桑,沉默、禁魔、中毒、石化、治疗、回怒,5,14,,,2,6,3,304680,1,1,,,,346801,346811|346821|346831|346841|346851,,,,1.58|1.03|1.09|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
32470,萨尔瓦多,偷取、控制、持续伤害,5,14,,,2,6,5,304700,1,1,,,,347001,347011|347021|347031|347041|347051,,,,1.33|1.15|1.21|104|10|150|0|0|0|0|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0,
33001,督军潮吼,肉盾、冰冻,5,10,,,1,1,1,300190,1,1,,,,301901,301911|301921|301931|301941,,,,2|1.5|26.95|150|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33002,拉瓦,针对战士、针对游侠,5,10,,,1,4,3,301400,1,1,,,,314001,314011|314021|314031|314041,,,,2|1.5|34.46|151.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33003,蛮人将军,赌命、攻击降防,5,10,,,1,4,1,301370,1,1,,,,313701,313711|313721|313731|313741,,,,2|1.5|42.9|151.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33004,光明使者,降低攻击,5,10,,,1,5,3,301770,1,1,,,,317701,317711|317721|317731|317741,,,,2|1.5|52.04|153|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33005,邪恶法师,偷取、暴击,5,10,,,2,6,3,302170,1,1,,,,321701,321711|321721|321731|321741,,,,2|1.5|61.99|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33006,海潮公主,寒霜、寒霜增伤,5,10,,,2,1,2,300200,1,1,,,,302001,302011|302021|302031|302041,,,,2|1.5|72.72|153|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33007,神爪,麻痹、暴击、针对后排,5,10,,,1,2,2,300600,1,1,,,,306001,306011|306021|306031|306041,,,,2|1.5|84.25|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33008,鬼侍,石化、燃烧、全体、针对战士,5,14,,,1,4,2,301380,1,1,,,,313801,313811|313821|313831|313841|313851,,,,2|1.5|96.72|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33009,奥法精英,眩晕、技能增伤、针对后排,5,14,,,2,5,3,301780,1,1,,,,317801,317811|317821|317831|317841|317851,,,,2|1.5|110.06|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33010,邪恶法师,偷取、暴击,5,10,,,2,6,3,302170,1,1,,,,321701,321711|321721|321731|321741,,,,2|1.5|124.12|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33011,水影杀手,寒霜、针对残血、针对法师、针对辅助,5,10,,,1,1,2,300210,1,1,,,,302101,302111|302121|302131|302141,,,,2|1.5|137.01|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33012,神爪,麻痹、暴击、针对后排,5,10,,,1,2,2,300600,1,1,,,,306001,306011|306021|306031|306041,,,,2|1.5|149.05|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33013,鬼侍,石化、燃烧、全体、针对战士,5,14,,,1,4,2,301380,1,1,,,,313801,313811|313821|313831|313841|313851,,,,2|1.5|161.45|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33014,赵云,爆发、吸血、队友复活、斩杀,5,14,,,1,5,2,303190,1,1,,,,331901,331911|331921|331931|331941|331951,,,,2|1.5|174.02|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33015,猎杀者,针对后排、增伤,5,10,,,1,6,4,302190,1,1,,,,321901,321911|321921|321931|321941,,,,2|1.5|187.02|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33016,水光,冰冻、寒霜、针对残血、行动技,5,14,,,2,1,3,300220,1,1,,,,302201,302211|302221|302231|302241|302251,,,,2|1.5|200.44|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33017,触电法师,麻痹、全体、增伤,5,10,,,2,2,3,300610,1,1,,,,306101,306111|306121|306131|306141,,,,2|1.5|203.87|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33018,拉瓦,针对战士、针对游侠,5,10,,,1,4,3,301400,1,1,,,,314001,314011|314021|314031|314041,,,,2|1.5|207.22|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33019,鬼侍,石化、燃烧、全体、针对战士,5,14,,,1,4,2,301380,1,1,,,,313801,313811|313821|313831|313841|313851,,,,2|1.5|210.59|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33020,死神卡戎,降怒、回怒、免疫死亡,5,10,,,1,6,3,303420,1,1,,,,334201,334211|334221|334231|334241,,,,2|1.5|211.23|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33021,精灵队长,暴击、禁魔、针对坦克、针对战士,5,14,,,2,1,4,300230,1,1,,,,302301,302311|302321|302331|302341|302351,,,,2|1.5|214.29|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33022,稻草人,最大生命伤害、控制增伤,5,10,,,2,2,3,300620,1,1,,,,306201,306211|306221|306231|306241,,,,2|1.5|217.35|150|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33023,铁炮,燃烧、燃烧增伤,5,10,,,2,4,4,301410,1,1,,,,314101,314111|314121|314131|314141,,,,2|1.5|220.41|151.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33024,索纳塔,增伤、针对低防,5,14,,,1,5,2,303240,1,1,,,,332401,332411|332421|332431|332441|332451,,,,2|1.5|223.47|153|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33025,鬼侍,石化、燃烧、全体、针对战士,5,14,,,1,4,2,301380,1,1,,,,313801,313811|313821|313831|313841|313851,,,,2|1.5|226.54|153|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33026,伊娃,状态加成、针对后排,5,10,,,2,1,5,300250,1,1,,,,302501,302511|302521|302531|302541,,,,2|1.5|229.6|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33027,电玩少女,沉默、普攻增强、禁魔,5,10,,,2,2,4,300630,1,1,,,,306301,306311|306321|306331|306341,,,,2|1.5|229.6|153|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33028,庞贝,引爆持续伤害、燃烧、增伤,5,10,,,2,4,4,303010,1,1,,,,330101,330111|330121|330131|330141,,,,2|1.5|229.6|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33029,文森,混乱、斩杀、回合技、攻击降怒,5,14,,,2,5,4,304480,1,1,,,,344801,344811|344821|344831|344841|344851,,,,2|1.5|229.6|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33030,泰迪加,燃烧、额外行动、吸取怒气,5,14,,,2,6,2,303450,1,1,,,,334501,334511|334521|334531|334541|334551,,,,2|1.5|229.6|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33031,沃顿,降回怒、无敌、受击冰冻、受击治疗,5,14,,,1,1,1,302350,1,1,,,,323501,323511|323521|323531|323541|323551,,,,2|1.5|229.8|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33032,法莲娜,复活、强效治疗、死亡治疗,5,14,,,2,2,5,302600,1,1,,,,326001,326011|326021|326031|326041|326051,,,,2|1.5|230.06|159|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33033,铁炮,燃烧、燃烧增伤,5,10,,,2,4,4,301410,1,1,,,,314101,314111|314121|314131|314141,,,,2|1.5|230.35|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33034,萨尔瓦多,偷取、控制、持续伤害,5,14,,,2,6,5,304700,1,1,,,,347001,347011|347021|347031|347041|347051,,,,2|1.5|230.62|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33035,水光,冰冻、寒霜、针对残血、行动技,5,14,,,2,1,3,300220,1,1,,,,302201,302211|302221|302231|302241|302251,,,,2|1.5|230.81|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33036,触电法师,麻痹、全体、增伤,5,10,,,2,2,3,300610,1,1,,,,306101,306111|306121|306131|306141,,,,2|1.5|231.01|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33037,拉瓦,针对战士、针对游侠,5,10,,,1,4,3,301400,1,1,,,,314001,314011|314021|314031|314041,,,,2|1.5|231.23|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33038,泰迪加,燃烧、额外行动、吸取怒气,5,14,,,2,6,2,303450,1,1,,,,334501,334511|334521|334531|334541|334551,,,,2|1.5|228.13|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33039,死神卡戎,降怒、回怒、免疫死亡,5,10,,,1,6,3,303420,1,1,,,,334201,334211|334221|334231|334241,,,,2|1.5|228.31|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33040,海潮公主,寒霜、寒霜增伤,5,10,,,2,1,2,300200,1,1,,,,302001,302011|302021|302031|302041,,,,2|1.5|228.47|157.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33041,光明使者,降低攻击,5,10,,,1,5,3,301770,1,1,,,,317701,317711|317721|317731|317741,,,,2|1.5|228.69|156|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33042,蛮人将军,赌命、攻击降防,5,10,,,1,4,1,301370,1,1,,,,313701,313711|313721|313731|313741,,,,2|1.5|228.91|150|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33043,奥法精英,眩晕、技能增伤、针对后排,5,14,,,2,5,3,301780,1,1,,,,317801,317811|317821|317831|317841|317851,,,,2|1.5|229.05|151.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33044,邪恶法师,偷取、暴击,5,10,,,2,6,3,302170,1,1,,,,321701,321711|321721|321731|321741,,,,2|1.5|229.22|151.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33045,督军潮吼,肉盾、冰冻,5,10,,,1,1,1,300190,1,1,,,,301901,301911|301921|301931|301941,,,,2|1.5|229.42|153|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33046,拉瓦,针对战士、针对游侠,5,10,,,1,4,3,301400,1,1,,,,314001,314011|314021|314031|314041,,,,2|1.5|226.32|153|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33047,蛮人将军,赌命、攻击降防,5,10,,,1,4,1,301370,1,1,,,,313701,313711|313721|313731|313741,,,,2|1.5|226.54|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33048,光明使者,降低攻击,5,10,,,1,5,3,301770,1,1,,,,317701,317711|317721|317731|317741,,,,2|1.5|226.75|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33049,邪恶法师,偷取、暴击,5,10,,,2,6,3,302170,1,1,,,,321701,321711|321721|321731|321741,,,,2|1.5|226.86|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
33050,赵云,爆发、吸血、队友复活、斩杀,5,14,,,1,5,2,303190,1,1,,,,331901,331911|331921|331931|331941|331951,,,,2|1.5|56.75|154.5|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
34003,魔龙女王,全体伤害、回合增伤,5,5,,,2,6,3,340003,1,1,,,,400301,400311|400321|400331,,,,1.5|3|133.1|100|20|150|10|10|20|15|100|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|10|10|0|0|0|0|0,
